package,version,jt_ca,jt_ce,jt_instability,module_file_count,module_decl_mean,module_decl_median,module_decl_std_dev,module_decl_max,module_decl_outlier_count,module_internal_fan_in_mean,module_internal_fan_in_median,module_internal_fan_in_std_dev,module_internal_fan_in_max,module_internal_fan_in_outlier_count,module_internal_fan_out_mean,module_internal_fan_out_median,module_internal_fan_out_std_dev,module_internal_fan_out_max,module_internal_fan_out_outlier_count,class_mean,class_median,class_std_dev,class_max,class_outlier_count,function_mean,function_median,function_std_dev,function_max,function_outlier_count,function_call_mean,function_call_median,function_call_std_dev,function_call_max,function_call_outlier_count
libav.js,6.8.8,5,2,0.2857,136,2.32,2.00,2.58,7,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,1.10,2.00,0.99,2,0,515.29,373.00,893.31,4728,5,8.01,2.00,63.55,5698,332
@anthropic-ai/claude-code-linux-arm64-musl,2.1.144,0,0,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0
dirac-cli,0.3.44,0,26,1,1100,6.00,4.00,24.39,634,2,1.52,1.00,5.54,144,12,1.52,1.00,3.15,40,14,0.27,0.00,1.55,33,8,128.21,2.00,2864.39,69127,2,2.44,1.00,6.94,1222,1279
@faststore/core,4.1.1,6,74,0.925,571,3.29,2.00,4.50,36,15,0.63,0.00,2.30,42,6,0.63,0.00,1.32,13,11,0.02,0.00,0.12,1,9,3.31,1.00,7.64,90,10,2.67,2.00,3.21,36,37
node-darwin-x64,22.22.3,1,0,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0
prismarine-web-client,1.6.0,0,38,1,34,2.50,2.00,4.70,28,1,0.91,1.00,1.34,8,1,0.91,0.00,3.36,20,1,14.50,1.00,72.70,431,1,397.32,4.00,1897.31,11093,1,2.85,1.00,10.46,400,71
cycletls,2.0.5,28,15,0.3488,2,7.00,7.00,5.00,12,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,2.00,2.00,2.00,4,0,36.50,36.50,36.50,73,0,2.10,1.00,2.98,20,2
iobroker.lovelace,5.0.5,0,23,1,1891,0.07,0.00,1.20,50,6,0.04,0.00,0.68,22,4,0.04,0.00,0.81,34,3,3.18,2.00,6.80,130,18,115.31,65.00,228.30,3106,22,2.84,1.00,6.31,942,3576
@cdktf/provider-google-beta,16.12.1,2,17,0.8947,3266,2.49,2.00,40.09,1622,2,1.00,0.00,1.00,3,0,1.00,0.00,40.13,1622,2,7.27,2.00,14.86,200,80,7.20,0.00,35.60,1622,23,4.19,3.00,4.21,61,253
teradatasql,20.0.58,2,1,0.3333,47,1.53,1.00,1.44,7,2,0.30,0.00,0.92,4,1,0.30,0.00,0.82,4,2,0.38,0.00,1.23,6,2,6.36,6.00,6.18,43,1,2.09,1.00,9.20,151,2
@anthropic-ai/claude-code-win32-arm64,2.1.144,0,0,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0
@turbo/gen-windows-64,2.8.16,0,0,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0
@material-symbols-svg/react-rounded,0.1.22,1,18,0.9474,7616,1.50,1.00,0.50,2,0,1.00,0.00,61.55,3799,2,1.00,1.00,0.05,1,0,0.00,0.00,0.00,0,0,0.00,0.00,0.02,2,1,2.50,2.50,1.50,4,0
@carbon/icons-angular,11.2.2,10,13,0.5652,11436,1.78,3.00,1.40,3,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.33,0.00,0.94,3,0,4.00,1.00,95.08,10162,1,6.81,2.00,19.92,3811,1
@layerzerolabs/lz-evm-sdk-v2,3.1.2,7,9,0.5625,7,3.00,3.00,1.41,5,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,20.14,0.00,49.34,141,0,142.00,246.00,122.99,252,0,0.03,0.00,0.31,4,16
@bentley/imodeljs-win32-x64,5.10.21,0,0,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0
bs-platform,9.0.2,1357,2,0.0015,349,2.22,1.00,3.09,17,10,2.03,0.00,5.35,50,4,2.03,1.00,3.07,17,10,0.01,0.00,0.08,1,2,17.38,7.00,32.90,296,7,2.31,1.00,4.66,87,70
jqwidgets-scripts-custom,7.1.0,0,0,0,7610,2.34,3.00,2.53,30,104,0.54,0.00,7.18,492,20,0.54,0.00,1.72,27,110,0.19,0.00,0.42,3,77,6.41,0.00,104.23,8712,11,3.97,2.00,9.38,272,862
ctt-babylon,0.22.71,0,14,1,1489,2.17,0.00,2.98,29,16,0.35,0.00,4.67,161,9,0.35,0.00,1.00,8,42,0.60,0.00,7.78,300,1,1.61,0.00,31.74,1202,2,1.30,1.00,3.08,83,18
@dcl/explorer,1.0.165087-20250127124647.commit-c5c4235,4,0,0,16,0.56,0.00,1.58,6,1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,1.50,0.00,5.81,24,1,1194.81,9.00,4061.15,16795,1,2.86,1.00,22.11,2794,19
@snyk/vervet,8.23.1,0,1,1,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0
happy,1.1.8,1,50,0.9804,35,22.06,23.00,19.44,54,0,1.63,0.00,2.51,9,0,1.63,1.00,1.88,6,0,2.17,0.00,4.42,17,2,62.60,11.00,130.76,565,2,4.70,2.00,13.09,264,30
coveo-search-ui,2.10125.2,69,93,0.5741,1654,1.96,1.00,4.81,108,16,1.34,0.00,7.65,147,12,1.34,0.00,4.73,108,17,0.44,0.00,10.45,425,1,56.07,1.00,558.43,13998,9,2.56,1.00,7.23,701,482
zh-stroke-data,0.0.75,0,6,1,4,1.50,1.00,1.50,4,0,0.50,0.50,0.50,1,0,0.50,0.50,0.50,1,0,0.00,0.00,0.00,0,0,60.25,33.50,65.20,170,0,1.62,0.00,5.44,75,2
node-linux-arm64,22.22.3,1,0,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0
@oh-my-pi/pi-natives,15.1.5,5,2,0.2857,5,1.60,0.00,2.73,7,0,0.40,0.00,0.49,1,0,0.40,0.00,0.49,1,0,1.00,0.00,2.00,5,0,5.40,0.00,10.80,27,0,3.41,2.00,4.64,18,1
@sigmashake/ssg-win32-x64,0.29.90,0,0,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0
@ip-location-db/geolite2-city,2.3.2026051619,0,0,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0
emoji-assets,9.0.0,3,0,0,1,1.00,1.00,0.00,1,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0
j-gallery,1.2.2,0,8,1,28129,2.23,1.00,6.75,450,153,1.47,1.00,6.59,348,111,1.47,1.00,6.03,450,123,0.03,0.00,0.23,12,770,9.19,1.00,78.69,4352,141,3.22,2.00,7.23,552,2717
groove-dev,0.27.164,0,0,0,9580,2.00,1.00,4.38,237,94,1.28,0.00,18.80,1699,13,1.28,1.00,3.58,221,65,0.31,0.00,3.92,214,42,10.33,0.00,121.65,6239,46,2.90,1.00,8.95,822,826
china-division,2.7.0,35,15,0.3,9,2.44,2.00,1.42,5,0,0.78,0.00,1.23,4,0,0.78,0.00,0.92,2,0,0.00,0.00,0.00,0,0,6.89,4.00,6.57,20,0,4.05,3.00,3.95,16,1
@inkeep/agents-manage-ui,0.73.5,0,115,1,2845,2.20,0.00,4.51,37,68,0.27,0.00,2.14,86,11,0.27,0.00,0.83,16,83,1.43,0.00,18.66,585,12,81.96,7.00,498.33,18413,20,3.07,1.00,20.11,3585,662
nswag-portable,13.20.0-v.17,2,3,0.6,1,3.00,3.00,0.00,3,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,1.00,1.00,0.00,1,0,1.00,1.00,0.00,1,0
genshin-db,5.2.10,2,7,0.7778,44,0.48,0.00,1.53,8,2,0.30,0.00,0.81,4,2,0.30,0.00,1.08,6,1,0.02,0.00,0.15,1,1,2.73,0.00,8.87,49,1,2.29,1.00,5.53,51,2
@bentley/imodeljs-linux-x64,5.10.21,0,0,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0
@vscode/openssl-prebuilt,0.0.11,0,0,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0
@kilocode/cli-darwin-arm64,7.3.0,0,0,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0
ax-code-linux-x64,2.26.4,0,0,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0
@signalapp/libsignal-client,0.94.1,6,37,0.8605,186,2.78,2.00,1.97,8,0,2.60,0.00,10.47,100,3,2.60,2.00,1.83,8,0,1.41,1.00,3.05,29,2,0.53,0.00,2.36,28,3,1.83,1.00,2.25,10,3
@cubic-dev-ai/cli-linux-x64,1.6.0,0,0,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0
@cubic-dev-ai/cli-linux-x64-baseline,1.6.0,0,0,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0
@cubic-dev-ai/cli-linux-x64-baseline-musl,1.6.0,0,0,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0
@eusoumarlon/wa-version,1.4.2510,0,24,1,26,2.00,1.00,2.60,12,1,1.15,0.00,2.32,11,1,1.15,0.00,2.36,12,1,0.00,0.00,0.00,0,0,6.27,3.00,7.15,17,0,1.83,1.00,2.27,12,1
@dcl/builder-site,8.13.0,0,0,0,1260,0.76,0.00,2.73,37,28,0.74,0.00,5.08,128,15,0.74,0.00,2.69,37,28,1.38,0.00,15.36,375,10,100.97,0.00,1630.63,40356,4,2.63,1.00,16.39,4998,219
@layerzerolabs/lz-evm-sdk-v1,3.1.2,6,9,0.6,7,3.00,3.00,1.41,5,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,8.57,0.00,21.00,60,0,62.00,106.00,53.73,112,0,0.06,0.00,0.38,4,5
@cubic-dev-ai/cli-linux-x64-musl,1.6.0,0,0,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0
react-native-filament,1.9.0,0,14,1,422,2.27,1.00,3.33,37,5,1.33,1.00,2.94,28,6,1.33,0.00,3.01,37,5,0.02,0.00,0.14,1,8,2.19,0.00,5.36,71,3,2.02,1.00,2.81,27,22
mux,0.24.0,0,186,1,1499,3.23,2.00,9.30,302,11,2.14,0.00,7.25,126,21,2.14,1.00,4.47,64,22,0.33,0.00,4.96,141,3,37.29,2.00,482.49,17703,4,3.54,1.00,9.52,737,500
funcunit,3.7.0,29,22,0.4314,8609,3.62,1.00,35.52,1391,19,1.21,0.00,5.13,182,66,1.21,0.00,3.32,104,96,0.01,0.00,0.14,9,35,27.80,2.00,194.48,4352,65,2.98,2.00,8.00,1007,1482
ax-code-windows-x64,2.26.4,0,0,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0
claudio-cli-win-x64,1.0.43,0,0,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0
decocms,2.331.1,1,129,0.9923,4897,2.00,1.00,9.06,292,31,1.57,0.00,4.46,165,97,1.57,0.00,8.11,292,27,1.17,0.00,35.09,1722,7,25.43,0.00,560.14,26286,11,3.14,1.00,12.37,1439,734
@f5xc-salesdemos/pi-natives-linux-x64-gnu,18.70.0,0,0,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0
@omega-edit/server,2.0.0,1,0,0,2,2.50,2.50,1.50,4,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,14.50,14.50,14.50,29,0,2.69,1.00,3.12,12,0
unicode-12.1.0,0.8.0,10,0,0,2396,0.09,0.00,0.28,1,204,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0
@pepperize/cdk-organizations,0.7.988,0,35,1,99,3.80,2.00,7.79,36,5,0.81,0.00,1.66,9,3,0.81,0.00,1.85,13,1,0.48,0.00,0.64,3,2,117.25,0.00,493.11,2257,5,2.38,2.00,3.69,84,146
ax-code-linux-x64-baseline-musl,2.26.4,0,0,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0
ax-code-linux-x64-musl,2.26.4,0,0,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0
ligolang,0.69.0-macos-intel.d63c34412535fadfd98859dd8dad630fe08e90c2,0,0,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0
ax-code-linux-x64-baseline,2.26.4,0,0,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0
react-native-barcode-builder,2.0.0,5,9,0.6429,9,1.89,1.00,1.97,5,0,0.22,0.00,0.63,2,0,0.22,0.00,0.42,1,0,0.22,0.00,0.42,1,0,0.44,0.00,0.50,1,0,0.25,0.00,0.43,1,0
@kmmao/happy-coder,0.83.0,0,49,1,50,19.12,7.00,19.07,60,0,2.14,0.00,3.54,13,1,2.14,1.00,2.56,9,0,2.52,0.00,7.08,35,2,98.90,9.00,295.83,1503,2,4.15,1.00,15.66,424,36
@cyclonedx/cdxgen-plugins-bin-linuxmusl-amd64,1.8.0,0,0,0,1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0
ax-code-linux-arm64-musl,2.26.4,0,0,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0
goldpankit,3.2.3,0,16,1,2908,2.56,1.00,2.86,16,61,2.55,0.00,8.35,184,51,2.55,1.00,2.84,14,58,0.15,0.00,3.50,98,5,58.78,9.00,590.67,20506,3,2.96,1.00,12.89,3762,896
pokeapi-sprites,2.0.4,1,0,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0
cna-template,5.0.0,2,0,0,34167,2.34,1.00,8.00,559,148,1.76,1.00,7.91,348,206,1.76,1.00,7.60,559,131,0.13,0.00,1.05,117,153,11.95,1.00,271.46,15672,50,3.54,2.00,31.65,13025,327
@nativescript/android,9.0.4,26,3,0.1034,3,2.33,0.00,3.30,7,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,10.00,0.00,14.14,30,0,1291.00,20.00,1811.63,3853,0,2.92,1.00,14.15,415,14
tdesign-web-components,1.2.10,3,80,0.9639,2343,8.75,2.00,19.04,295,38,7.19,0.00,24.03,242,59,7.19,2.00,17.25,284,38,0.16,0.00,0.40,5,6,41.37,0.00,839.18,27538,5,3.53,2.00,27.08,5828,47
@f5xc-salesdemos/pi-natives,18.70.0,3,7,0.7,3,2.33,0.00,3.30,7,0,0.33,0.00,0.47,1,0,0.33,0.00,0.47,1,0,2.00,0.00,2.83,6,0,6.67,0.00,9.43,20,0,2.80,1.00,3.82,14,0
ax-code-linux-arm64,2.26.4,0,0,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0
@agenshield/cli-darwin-arm64,0.10.0,0,0,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0
@onomy/jsi-rn-wallet-core,0.1.0,1,19,0.95,5,0.60,1.00,0.49,1,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.60,1.00,0.49,1,0,0.00,0.00,0.00,0,0
@nativescript/types-android,9.0.0,2,0,0,51,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,2004.82,2766.00,2004.91,5814,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0
@f5xc-salesdemos/pi-natives-win32-x64-msvc,18.70.0,0,0,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0
unicode-10.0.0,0.7.5,30,0,0,2282,0.09,0.00,0.28,1,194,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0
ax-code-windows-arm64,2.26.4,0,0,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0
bymorning-ai-windows-x64-baseline,0.0.77,0,0,0,5,0.20,0.00,0.40,1,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,25.40,7.00,25.62,60,0,1118.60,1819.00,889.19,1874,0,1.23,0.00,2.34,31,180
@vladmandic/human-models,3.0.4,5,7,0.5833,1,5.00,5.00,0.00,5,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,4.00,4.00,0.00,4,0,8.00,0.50,13.29,31,0
@toolbox-sdk/server-darwin-arm64,1.2.0,0,0,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0
@lightdash/sdk,0.2974.0,0,2,1,3,179.33,267.00,125.40,269,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,964.67,1447.00,682.12,1447,0,40475.67,60712.00,28620.62,60715,0,2.82,1.00,5.38,306,2074
@dynatrace/oneagent-dependency,1.327.51,1,10,0.9091,1643,1.33,0.00,14.49,579,2,1.01,1.00,2.14,33,20,1.01,0.00,14.45,579,2,0.44,0.00,12.18,493,1,9.75,0.00,69.85,2112,16,2.44,1.00,5.20,418,167
cdk-amazon-chime-resources,3.2.25,0,29,1,6313,3.47,2.00,13.33,799,32,0.98,0.00,12.16,481,17,0.98,0.00,5.73,385,12,0.45,0.00,2.11,73,33,7.42,0.00,135.87,5354,18,2.29,1.00,4.65,385,370
conductor-oss,0.60.20,0,43,1,5261,2.11,0.00,9.41,583,20,1.36,0.00,4.07,106,70,1.36,0.00,8.79,583,21,0.53,0.00,5.09,195,33,24.72,2.00,145.84,4057,49,3.03,1.00,9.69,739,952
@syncfusion/blazor-themes,33.2.6,0,0,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0
react-native-user-identity,1.5.2,0,2,1,2,0.50,0.50,0.50,1,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,3.50,3.50,3.50,7,0,1.43,1.00,1.05,3,0
geojson-places,1.0.8,1,9,0.9,6,3.83,3.50,3.80,11,0,0.67,0.50,0.75,2,0,0.67,0.50,0.75,2,0,0.00,0.00,0.00,0,0,25.50,24.50,22.36,58,0,3.27,3.00,5.47,60,1
@f5xc-salesdemos/pi-natives-darwin-x64,18.70.0,0,0,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0
@nativescript/ios,9.0.3,21,5,0.1923,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0
hopcoderx-linux-x64,1.1.30,0,0,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0
@movable/fluid,2.3.1,0,107,1,98,3.45,0.00,23.81,237,1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.24,0.00,1.41,13,2,132.14,0.00,927.64,7641,2,2.61,1.00,12.46,1187,40
geoip-lite2,4.0.1-alpha.1,0,6,1,6,3.33,1.50,3.82,10,0,0.67,0.50,0.75,2,0,0.67,0.50,0.75,2,0,0.00,0.00,0.00,0,0,21.00,10.50,27.72,80,0,4.31,2.00,4.98,36,2
rescript-relay,4.4.1,0,19,1,17,3.47,3.00,2.89,12,0,0.18,0.00,0.51,2,1,0.18,0.00,0.38,1,0,17.76,0.00,71.06,302,1,1820.88,10.00,7244.53,30799,1,4.06,1.00,68.06,11599,12
happy-coder,1.1.9,0,50,1,35,22.34,25.00,19.48,54,0,1.63,0.00,2.51,9,0,1.63,1.00,1.88,6,0,2.29,0.00,4.64,17,2,64.94,11.00,135.68,582,2,4.67,2.00,13.00,264,32
@bsport/common,4.0.20,0,31,1,14637,2.57,2.00,8.72,548,66,2.04,1.00,8.73,354,103,2.04,1.00,8.63,548,66,0.12,0.00,1.48,75,40,14.21,1.00,317.43,14549,30,3.68,2.00,40.46,12043,131
@nutrient-sdk/node,1.3.0,0,0,0,9,3.11,2.00,2.92,8,0,0.11,0.00,0.31,1,0,0.11,0.00,0.31,1,0,5.11,0.00,9.35,27,0,445.78,414.00,398.02,976,0,2.77,1.00,11.41,650,18
hopcoderx-linux-x64-musl,1.1.30,0,0,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0
agent-mockingbird,0.0.16,0,13,1,863,2.43,1.00,8.01,216,1,0.94,0.00,3.01,41,17,0.94,0.00,2.25,23,19,2.07,0.00,33.38,719,3,78.56,0.00,1259.07,32874,3,2.61,1.00,9.41,837,393
hopcoderx-linux-x64-baseline-musl,1.1.30,0,0,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0
@embedded-postgres/darwin-x64,18.3.0-beta.17,2,2,0.5,3,1.33,2.00,0.94,2,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.67,0.00,0.94,2,0,4.50,4.50,4.50,9,0
@digabi/exam-engine-exams,23.23.0,0,1,1,2,1.00,1.00,1.00,2,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,6.00,6.00,6.00,12,0,1.00,1.00,1.08,3,0
