package,version,jt_ca,jt_ce,jt_instability,module_file_count,module_decl_mean,module_decl_median,module_decl_std_dev,module_decl_max,module_decl_outlier_count,module_internal_fan_in_mean,module_internal_fan_in_median,module_internal_fan_in_std_dev,module_internal_fan_in_max,module_internal_fan_in_outlier_count,module_internal_fan_out_mean,module_internal_fan_out_median,module_internal_fan_out_std_dev,module_internal_fan_out_max,module_internal_fan_out_outlier_count,class_mean,class_median,class_std_dev,class_max,class_outlier_count,function_mean,function_median,function_std_dev,function_max,function_outlier_count,function_call_mean,function_call_median,function_call_std_dev,function_call_max,function_call_outlier_count
@chrryai/waffles,2.5.1,0,27,1,74,3.34,3.00,2.61,12,1,1.47,0.00,3.05,17,3,1.47,0.00,2.09,10,2,0.04,0.00,0.20,1,3,7.81,6.00,8.51,31,0,6.49,3.00,23.76,386,7
hopcoderx-linux-x64-baseline,1.1.30,0,0,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0
@kong/spec-renderer,1.107.16,2,70,0.9722,181,1.24,1.00,1.84,15,3,0.27,0.00,0.79,4,6,0.27,0.00,1.49,14,2,8.27,0.00,35.56,256,6,447.10,0.00,1858.52,13853,6,2.79,1.00,5.66,528,1173
react-native-wgpu,0.5.11,4,38,0.9048,104,0.85,0.00,1.27,6,3,0.34,0.00,0.63,3,1,0.34,0.00,0.87,6,2,0.17,0.00,0.51,2,6,1.38,0.00,2.88,11,3,1.67,1.00,1.94,10,3
slopcode-bin-linux-arm64-musl,0.2.115,0,0,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0
bymorning-ai-linux-x64-musl,0.0.77,0,0,0,5,0.20,0.00,0.40,1,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,25.40,7.00,25.62,60,0,1118.60,1819.00,889.19,1874,0,1.23,0.00,2.34,31,180
bare-ffmpeg,1.2.2,4,7,0.6364,33,2.82,2.00,4.88,29,1,2.82,2.00,5.13,30,1,2.82,2.00,4.88,29,1,0.06,0.00,0.24,1,2,0.58,0.00,2.10,12,1,1.05,1.00,0.89,4,1
hopcoderx-windows-x64-baseline,1.1.30,0,0,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0
hopcoderx-windows-x64,1.1.30,0,0,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0
@realtimex/node-llama-cpp-linux-x64-cuda,0.142.0,0,0,0,1,3.00,3.00,0.00,3,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,1.00,1.00,0.00,1,0,0.00,0.00,0.00,0,0
bymorning-ai-linux-x64-baseline,0.0.77,0,0,0,5,0.20,0.00,0.40,1,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,25.40,7.00,25.62,60,0,1118.60,1819.00,889.19,1874,0,1.23,0.00,2.34,31,180
bymorning-ai-linux-x64-baseline-musl,0.0.77,0,0,0,5,0.20,0.00,0.40,1,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,25.40,7.00,25.62,60,0,1118.60,1819.00,889.19,1874,0,1.23,0.00,2.34,31,180
hopcoderx-linux-arm64-musl,1.1.30,0,0,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0
bymorning-ai-linux-x64,0.0.77,0,0,0,5,0.20,0.00,0.40,1,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,25.40,7.00,25.62,60,0,1118.60,1819.00,889.19,1874,0,1.23,0.00,2.34,31,180
@sencha/cmd-linux-64,8.0.0,0,1,1,1835,4.24,2.00,24.83,383,13,1.97,1.00,12.06,348,6,1.97,1.00,3.63,66,17,0.17,0.00,3.03,118,4,23.29,1.00,272.19,5619,9,2.91,2.00,5.43,188,532
@material-symbols-svg/react,0.6.0,3,15,0.8333,23250,1.00,1.00,0.05,2,2,1.00,0.00,107.57,11600,2,1.00,1.00,0.05,1,0,0.00,0.00,0.00,0,0,0.00,0.00,0.02,2,2,3.00,1.00,4.06,10,0
unframer,4.1.7,0,46,1,314,1.91,1.00,3.82,26,8,0.82,0.00,2.92,30,5,0.82,1.00,1.30,12,6,0.06,0.00,0.30,3,14,32.62,0.00,336.57,4233,2,2.60,1.00,5.43,199,156
bymorning-ai-darwin-arm64,0.0.77,0,0,0,5,0.20,0.00,0.40,1,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,25.40,7.00,25.62,60,0,1118.60,1819.00,889.19,1874,0,1.23,0.00,2.34,31,180
bymorning-ai-windows-x64,0.0.77,0,0,0,5,0.20,0.00,0.40,1,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,25.40,7.00,25.62,60,0,1118.60,1819.00,889.19,1874,0,1.23,0.00,2.34,31,180
@realtimex/node-llama-cpp-win-x64-cuda,0.142.0,0,0,0,1,3.00,3.00,0.00,3,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,1.00,1.00,0.00,1,0,0.00,0.00,0.00,0,0
effect-solutions,0.5.3,1,8,0.8889,2,7.50,7.50,3.50,11,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,105.00,105.00,105.00,210,0,3469.50,3469.50,3469.50,6939,0,2.18,1.00,4.60,151,99
bymorning-ai-darwin-x64-baseline,0.0.77,0,0,0,5,0.20,0.00,0.40,1,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,25.40,7.00,25.62,60,0,1118.60,1819.00,889.19,1874,0,1.23,0.00,2.34,31,180
@finbourne/lusid-sdk-angular18,0.11.9160,0,1,1,2981,1.43,0.00,3.67,81,29,0.11,0.00,2.58,82,3,0.11,0.00,1.56,81,1,0.08,0.00,1.55,84,1,0.53,0.00,14.46,787,1,0.51,1.00,0.50,1,0
hopcoderx-linux-arm64,1.1.30,0,0,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0
smart-webcomponents-angular,26.0.0,1,13,0.9286,2070,1.82,1.00,2.12,19,19,0.55,0.00,2.06,44,24,0.55,0.00,1.34,18,20,1.74,0.00,11.35,390,3,30.96,0.00,185.56,5499,19,2.70,1.00,5.73,241,1196
bymorning-ai-linux-arm64,0.0.77,0,0,0,5,0.20,0.00,0.40,1,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,25.40,7.00,25.62,60,0,1118.60,1819.00,889.19,1874,0,1.23,0.00,2.34,31,180
bymorning-ai-linux-arm64-musl,0.0.77,0,0,0,5,0.20,0.00,0.40,1,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,25.40,7.00,25.62,60,0,1118.60,1819.00,889.19,1874,0,1.23,0.00,2.34,31,180
bymorning-ai-darwin-x64,0.0.77,0,0,0,5,0.20,0.00,0.40,1,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,25.40,7.00,25.62,60,0,1118.60,1819.00,889.19,1874,0,1.23,0.00,2.34,31,180
britecharts,2.18.2,5,66,0.9296,157,8.66,2.00,11.22,34,0,0.54,0.00,1.90,14,5,0.54,0.00,1.95,17,3,0.00,0.00,0.00,0,0,877.72,269.00,1092.02,3483,0,2.63,1.00,6.86,328,2134
@kolbo/kolbo-code-linux-x64,2.1.25,0,0,0,9,2.44,3.00,1.26,4,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,12.78,9.00,10.90,36,0,5.50,2.00,14.03,138,2
@roninbuilders/contracts,0.6.24,2,8,0.8,8388,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0
slopcode-bin-linux-x64-baseline-musl,0.2.115,0,0,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0
slopcode-bin-linux-x64-musl,0.2.115,0,0,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0
slopcode-bin-linux-x64,0.2.115,0,0,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0
@microsoft/sp-webpart-workbench,1.12.1,77,30,0.2804,759,0.26,0.00,1.33,18,16,0.07,0.00,0.55,13,7,0.07,0.00,0.46,7,15,0.03,0.00,0.16,1,19,250.96,21.00,1134.68,14822,6,2.67,1.00,8.98,1259,957
@htmlbricks/hb-player-input-streaming,0.76.5,0,0,0,4,0.75,0.50,0.83,2,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,70.00,0.00,121.24,280,0,2.31,1.00,3.47,37,5
slopcode-bin-linux-x64-baseline,0.2.115,0,0,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0
ffmpeg-static-electron,2.0.3,6,1,0.1429,2,2.50,2.50,0.50,3,0,0.50,0.50,0.50,1,0,0.50,0.50,0.50,1,0,0.00,0.00,0.00,0,0,0.50,0.50,0.50,1,0,4.00,4.00,0.00,4,0
@qvac/onnx,0.15.0,3,3,0.5,1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0
@dittolive/ditto,5.0.0,4,0,0,12,2.00,1.50,2.55,9,0,0.08,0.00,0.28,1,1,0.08,0.00,0.28,1,1,13.92,0.00,16.54,36,0,177.75,7.50,252.98,628,0,2.24,2.00,3.99,63,13
@htmlbricks/hb-player-live,0.76.5,1,0,0,4,0.75,0.50,0.83,2,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,354.25,0.00,613.58,1417,0,2.53,1.00,3.98,41,30
aspose.cells.node.linux.x64,26.5.0,0,0,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0
@veupathdb/genomics-site,1.3.49,0,74,1,205,4.64,3.00,6.35,42,6,1.01,1.00,1.34,12,3,1.01,0.00,2.17,20,4,2.07,0.00,17.63,179,2,785.17,4.00,4185.67,35392,6,3.13,1.00,49.68,13759,56
name-suggestion-index,7.2.20260515,15,32,0.6809,25,1.84,1.00,2.48,11,1,0.56,0.00,1.33,6,1,0.56,0.00,0.98,4,1,0.40,0.00,1.02,5,1,91.80,1.00,357.71,1810,1,3.94,2.00,8.97,160,27
@kolbo/kolbo-code-linux-x64-musl,2.1.25,0,0,0,9,2.44,3.00,1.26,4,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,12.78,9.00,10.90,36,0,5.50,2.00,14.03,138,2
@kolbo/kolbo-code-linux-x64-baseline,2.1.25,0,0,0,9,2.44,3.00,1.26,4,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,12.78,9.00,10.90,36,0,5.50,2.00,14.03,138,2
@kolbo/kolbo-code-windows-arm64,2.1.25,0,0,0,9,2.44,3.00,1.26,4,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,12.78,9.00,10.90,36,0,5.50,2.00,14.03,138,2
@kolbo/kolbo-code-windows-x64-baseline,2.1.25,0,0,0,9,2.44,3.00,1.26,4,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,12.78,9.00,10.90,36,0,5.50,2.00,14.03,138,2
@kolbo/kolbo-code-linux-x64-baseline-musl,2.1.25,0,0,0,9,2.44,3.00,1.26,4,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,12.78,9.00,10.90,36,0,5.50,2.00,14.03,138,2
hermes-engine-cli,0.12.0,2,0,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0
processmaker-builder,3.2.2,0,9,1,1374,0.67,0.00,3.28,85,21,0.49,0.00,5.30,178,8,0.49,0.00,1.97,23,26,0.01,0.00,0.13,2,11,72.08,9.00,448.10,13030,13,3.83,2.00,7.64,828,1501
@oicl/openbridge-webcomponents,1.0.1,5,63,0.9265,7340,2.87,1.00,48.03,2301,4,1.80,2.00,25.73,2196,1,1.80,0.00,48.03,2301,4,0.31,0.00,1.07,83,1,1.49,0.00,70.21,6012,1,2.91,3.00,3.32,83,161
@kolbo/kolbo-code-linux-arm64,2.1.25,0,0,0,9,2.44,3.00,1.26,4,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,12.78,9.00,10.90,36,0,5.50,2.00,14.03,138,2
slopcode-bin-darwin-x64-baseline,0.2.115,0,0,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0
slopcode-bin-linux-arm64,0.2.115,0,0,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0
@kolbo/kolbo-code-windows-x64,2.1.25,0,0,0,9,2.44,3.00,1.26,4,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,12.78,9.00,10.90,36,0,5.50,2.00,14.03,138,2
slopcode-bin-darwin-arm64,0.2.115,0,0,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0
@kolbo/kolbo-code-darwin-arm64,2.1.25,0,0,0,9,2.44,3.00,1.26,4,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,12.78,9.00,10.90,36,0,5.50,2.00,14.03,138,2
slopcode-bin-windows-x64,0.2.115,0,0,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0
bmad-agent-init,1.0.12,0,7,1,14432,1.83,1.00,7.07,579,47,1.22,0.00,15.00,1541,23,1.22,1.00,6.40,547,30,0.16,0.00,1.87,149,61,11.98,0.00,282.95,20474,15,3.11,1.00,12.86,2528,636
@ensdomains/ens-contracts,1.7.0,127,39,0.2349,317,1.97,1.00,2.29,31,3,0.65,0.00,3.38,41,5,0.65,0.00,1.91,28,1,0.00,0.00,0.00,0,0,5.27,0.00,13.83,124,7,6.98,5.00,6.63,58,29
bids-validator,1.15.0,4,40,0.9091,6,31.33,3.00,42.61,101,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,5543.17,5330.00,3553.83,9833,0,2.50,1.00,5.76,249,356
slopcode-bin-darwin-x64,0.2.115,0,0,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0
@lunapaint/tga-codec,0.2.0,4,11,0.7333,32,1.22,1.00,1.27,4,0,0.84,0.00,2.02,11,1,0.84,1.00,0.97,4,1,0.50,0.00,0.94,4,1,1.69,0.00,4.09,18,2,4.22,3.00,5.22,26,2
@deno/win32-x64,2.7.14,0,0,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0
slopcode-bin-windows-x64-baseline,0.2.115,0,0,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0
@toolbox-sdk/server-win32-x64,1.2.0,0,0,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0
@minecraft/creator-tools,0.17.0,1,33,0.9706,1883,2.89,1.00,7.03,147,20,2.41,0.00,10.71,172,19,2.41,1.00,5.42,146,22,1.13,1.00,10.85,303,5,26.04,0.00,463.03,16364,6,2.71,1.00,6.85,567,553
@ketryx/cli-linux-x64,0.1.1,0,0,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0
@kolbo/kolbo-code-darwin-x64-baseline,2.1.25,0,0,0,9,2.44,3.00,1.26,4,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,12.78,9.00,10.90,36,0,5.50,2.00,14.03,138,2
@kolbo/kolbo-code-darwin-x64,2.1.25,0,0,0,9,2.44,3.00,1.26,4,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,12.78,9.00,10.90,36,0,5.50,2.00,14.03,138,2
@clerk/cli-win32-x64,1.2.0,0,0,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0
@kolbo/kolbo-code-linux-arm64-musl,2.1.25,0,0,0,9,2.44,3.00,1.26,4,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,12.78,9.00,10.90,36,0,5.50,2.00,14.03,138,2
@postman/pm-bin-linux-x64,1.37.0,0,0,0,509,4.07,2.00,10.59,214,2,2.07,1.00,4.94,65,5,2.07,1.00,3.07,30,8,0.59,0.00,3.52,41,4,28.69,3.00,425.17,9548,1,3.59,2.00,7.57,410,187
tree-sitter-ocaml,0.24.2,15,6,0.2857,6,2.00,1.00,1.83,5,0,0.50,0.00,1.12,3,0,0.50,0.50,0.50,1,0,0.00,0.00,0.00,0,0,1.50,0.00,3.35,9,0,2.33,2.00,0.47,3,0
all-the-package-repos,2.0.2896,6,13,0.6842,1,3.00,3.00,0.00,3,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,3.00,3.00,0.00,3,0,2.00,2.00,1.63,4,0
@cdxgen/cdxgen-plugins-bin-windows-amd64,2.1.1,0,0,0,1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0
@lifeaitools/clauth,1.5.82,0,9,1,17,6.94,5.00,4.52,19,0,1.24,1.00,1.93,7,0,1.24,0.00,2.07,8,1,0.06,0.00,0.24,1,1,28.35,8.00,58.69,254,1,9.17,2.00,50.54,929,3
datastake-daf,0.7.145,0,80,1,1824,3.37,2.00,7.86,288,7,2.26,1.00,9.26,164,17,2.26,1.00,7.42,288,5,0.51,0.00,13.95,425,2,41.34,4.00,392.63,10970,13,2.85,1.00,8.38,846,635
grab,0.1.37,0,1,1,325,1.84,2.00,1.37,4,0,1.81,0.00,7.93,68,6,1.81,2.00,1.40,4,0,0.00,0.00,0.00,0,0,388.53,387.00,204.16,1553,1,2.95,1.00,6.08,159,1209
@cdxgen/cdxgen-plugins-bin-darwin-arm64,2.1.1,0,0,0,1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0
heraldvox-cli,1.4.2,0,55,1,50,25.14,13.50,23.63,80,0,2.56,0.00,4.13,14,0,2.56,1.00,2.84,11,0,1.80,0.00,3.97,19,2,59.60,18.00,155.20,803,2,4.63,2.00,12.82,295,38
@superdoc-dev/cli-windows-x64,0.10.1,0,0,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0
yongruizhang-blogimg,1.1.688046430,0,0,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0
fixparser,9.4.7,6,5,0.4545,768,0.26,0.00,1.60,26,9,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.05,0.00,0.31,3,26,13.52,0.00,154.23,2132,6,2.48,1.00,4.96,62,218
create-fuels,0.103.0,0,9,1,109,3.16,1.00,5.71,27,6,0.69,0.00,1.77,10,4,0.69,0.00,1.58,9,2,9.88,0.00,59.74,531,2,296.86,5.00,1299.22,11902,2,2.85,1.00,18.41,2037,52
pretendard-gov,1.3.9,1,1,0.5,1,1.00,1.00,0.00,1,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0
@screenpipe/cli-darwin-arm64,0.3.336,0,0,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0
terriajs,8.12.2,3,172,0.9829,2276,5.97,3.00,13.03,486,9,3.72,1.00,12.51,223,50,3.72,2.00,5.55,67,46,0.46,0.00,6.84,324,1,33.08,2.00,1024.23,48038,2,3.22,1.00,10.37,1778,503
@venusprotocol/venus-protocol,10.2.0-xaum.1,10,60,0.8571,2069,2.10,1.00,7.33,318,2,0.93,0.00,12.83,583,1,0.93,0.00,7.18,318,2,0.35,0.00,0.48,1,0,0.65,0.00,7.31,323,2,0.76,0.00,2.57,27,32
bebop-tools,3.2.3,4,5,0.5556,3,10.67,7.00,9.74,24,0,0.33,0.00,0.47,1,0,0.33,0.00,0.47,1,0,0.00,0.00,0.00,0,0,192.67,18.00,259.13,559,0,2.80,1.00,4.30,36,13
@diplodoc/cli,5.39.1,3,72,0.96,344,5.72,1.00,44.00,660,2,0.18,0.00,1.28,13,5,0.18,0.00,0.68,5,9,0.49,0.00,2.74,49,1,291.67,0.00,2488.06,30630,4,2.77,1.00,7.95,1101,793
unicode-7.0.0,0.7.5,17,0,0,2069,0.09,0.00,0.28,1,182,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0
@duckmind/dm-linux-x64,0.27.5,0,0,0,21712,2.59,2.00,6.43,264,146,1.89,1.00,9.51,348,109,1.89,1.00,6.01,264,122,0.20,0.00,4.09,498,25,5.33,1.00,57.62,5838,77,3.07,1.00,7.26,534,1236
@freeclaude/cli,3.4.0,0,77,1,17,53.71,4.00,191.25,818,1,1.06,0.00,1.59,6,1,1.06,0.00,1.59,5,0,37.24,0.00,142.56,607,1,2269.88,22.00,8748.60,37252,1,3.40,1.00,9.68,742,361
@cdktn/provider-aws,24.1.0,13,18,0.5806,4694,2.50,2.00,47.81,2318,2,1.01,0.00,1.02,7,5,1.01,0.00,47.84,2318,2,7.34,2.00,20.85,200,84,6.51,0.00,41.50,2318,41,4.29,3.00,5.38,318,179
@yeger/turbo-graph-ui,2.8.8,1,31,0.9688,69,1.77,0.00,3.70,15,4,0.09,0.00,0.44,3,2,0.09,0.00,0.28,1,6,3.71,0.00,10.40,50,3,196.74,17.00,418.21,1825,4,2.84,1.00,10.31,739,81
@appthreat/cdxgen-plugins-bin,1.0.0,1,0,0,1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0
@duckmind/dm-windows-x64,0.27.5,0,0,0,21712,2.59,2.00,6.43,264,146,1.89,1.00,9.51,348,109,1.89,1.00,6.01,264,122,0.20,0.00,4.09,498,25,5.33,1.00,57.62,5838,77,3.07,1.00,7.26,534,1236
react-native-bare-kit,0.14.1,3,9,0.75,6,2.50,3.00,1.26,4,0,0.17,0.00,0.37,1,0,0.17,0.00,0.37,1,0,0.67,0.00,0.94,2,0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0
